Timestamp;What is your position on systemd?;Have you tried systemd?;Do you feel that systemd is breaking the UNIX philosophy?;Do you feel that systemd is bloated?;Do you feel that systemd is modular?;Do you feel that systemd is monolithic?;Do you feel that systemd is eating up other project?;What do you think about http://0pointer.de/blog/projects/why.html?;Have you been frustrated by bugs in systemd?;Do you feel obligated to use systemd?;Are you afraid systemd will destroy the GNU/Linux ecosystem?;Is systemd stopping you from using some other software?;Are you vocal about systemd?;What is your position on Red Hat?;What is your position on Avahi?;What is your position on PulseAudio?;What is your position on D-Bus?;What is your position on kdbus?;What is your position on Docker?;Do you use containerisation?;Do you use socket activation;Do you use D-Bus activation;Do you use cron?;Do you use at?;Do you encrypt your /?;Do you encrypt any other partition, besides swap?;Do you use swap?;Do you use a graphical boot?;What do you call GNU/Linux?;What is your position on smartphones?;Do you use an FSF endorsed distro?;What is your position on free software versus open source?;Are you a distro developer?;Are you a web developer?;Are you a non-web developer?;Are you a system administrator?;Are you a gamer?;Do you like the Web?;Do you like Gopher?;Do you like new and shiny?;Are you a fan of suckless.org software?;Are you a GNU Hurd fan?;What is the most important about a distro, besides freedom?;What is the second most important about a distro, besides freedom?;What is the least important about a distro, besides freedom?;Do you prefer word processors over text editors?;Do you prefer LaTeX or LibreOffice?;What text editor do you use?;Do you use an integrated development environment?;What type of window manager do you prefer?;What display server do you want to be the future?;Which operating systems do you use?;Which is your perfered operating system?;Which operating systems have you used, including currently used?;How often do you use GNU/Linux at home?;What type of distro do you perfer?;What command line shell do you use?;What is your terminal usage?;Do you use the TTY?;Do you use a login manager?;What kind of computers are you using?;When did you start using GNU, or Linux?;How old are you?;What is the highest education level you have completed?;Was you highest education level degree in computer science?;What education level are you currently engaged in?;Are you currently engaged in getting a degree in computer science?;What gender do you identify as?;Do you watch the Linux Action Show?;Do you watch Linux Unplugged?;Do you watch BSD Now?
11/21/2014 10:57:49;Against;Yes;Yes;Yes;Yes;Yes;Yes;Biased;No;Yes;No;Yes, but only by its adoption by that software;No;Neutral;Neither;Against;Neither;Neither;In favour;No;No;No;Yes;No;No;Yes;No;No;By the name of the distribution I use;Neither;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;No;Neither;Yes;Yes;Some of it;Yes;Stability;Security;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, *Solaris, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;zsh;I live in the terminal;No;No;Server, Desktop, Laptop;2000–2003;30–39;Postgraduate;No;Postgraduate;No;Male;No;No;No
11/21/2014 10:59:51;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;Legit;No;No;No;No;No;Neutral;In favour;In favour;In favour;In favour;Neither;No;Yes;Yes;Yes;Yes;No;Yes;Yes;No;GNU/Linux;In favour;Yes;Neither;Yes;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;No;No;Some of it;No;Stability;Flexibility;Security;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Haiku or BeOS;80–100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Portable, Laptop, Netbook, Tablet;1996–1999;30–39;4 years university or university college, or longer;Yes;Docent;Yes;Male;No;No;No
11/21/2014 11:00:21;In favour;Yes;No;No;Yes;Don't know;Don't know;I have no opinion;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;In favour;In favour;Neither;Neither;Yes;Yes;Yes;Yes;What is that?;No;No;No;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, front-end (exclusively or preferably);Yes;A little;Yes;What is that?;Neither;Some of it;No;Flexibility;Security;Small;No;LaTeX, or similar;Vi-family;I'm not a developer;Stacking;X;GNU/Linux, UNIX, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other;80–100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Netbook;2008–2011;22–25;College;Yes;None;Yes;Male;No;No;No
11/21/2014 11:01:23;In favour;Yes;A bit;No;Yes;Yes;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;Neutral;What is that?;In favour;In favour;What is that?;In favour;Yes;What is that?;What is that?;Yes;No;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;;No;Yes, full-stack;Yes;Yes;Yes;What is that?;Yes;What is that?;No;Stability;Shiny;Small;Yes;LaTeX, or similar;Other;Yes;Stacking;Mir;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Beginner's;bash;Occasional;Yes;Yes;Server, Ultrabook;2012–2013;22–25;3 years university or university college, or shorter;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;No
11/21/2014 11:06:32;Neither;Yes;Don't know;No;Yes;Don't know;No;I have no opinion;No;No;No;No;No;Neutral;What is that?;Neither;Neither;Neither;In favour;No;What is that?;What is that?;Yes;What is that?;No;No;No;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;Yes;Yes;Neither;Yes;Some of it;No;Stability;Security;Small;No;What is LaTeX?;Vi-family;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;0–20 %;Advanced;zsh;Drop-down terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop;1996–1999;26–29;3 years university or university college, or shorter;No;None;No;Male;No;No;No
11/21/2014 11:09:34;In favour;Yes;No;Don't know;Don't know;Don't know;Don't know;Legit;No;No;No;No;No;Neutral;In favour;In favour;In favour;Neither;Neither;No;Yes;Yes;No;No;No;No;No;Yes;Linux;Neither;No, or yes but not because it is free;I'm for free software;No;No;Yes, back-end (exclusively or preferably);;No;Yes;What is that?;Neither;No;No;Other;;;No;;Vi-family;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *Solaris, Windows or ReactOS;80–100 %;;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;2000–2003;30–39;4 years university or university college, or longer;No;None;No;Male;No;No;No
11/21/2014 11:17:16;In favour;It is the only thing I have used;No;No;Don't know;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;;Neutral;What is that?;In favour;In favour;In favour;Neither;No;Yes;Yes;No;What is that?;Yes;Yes;Yes;Yes;GNU/Linux;In favour;No, or yes but not because it is free;I'm for open source;Yes;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;No;Yes;What is that?;Yes;Some of it;No;Flexibility;Security;Shiny;No;LibreOffice, or similar;Other;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Other;100 %;Advanced;bash;Drop-down terminal;No;Depends on which computer a use;Server, Laptop;2004–2007;22–25;4 years university or university college, or longer;No;4 years university or university college, or longer;No;Male;No;No;No
11/21/2014 11:18:55;In favour;Yes;A bit;No;Yes;No;No;Helpful;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;In favour;Neither;In favour;No;No;No;Yes;No;Yes;Yes;Yes, encrypted;;GNU/Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, back-end (exclusively or preferably);Yes;A little;Yes;Yes;Yes;Yes;Yes;Stability;Security;Privacy;No;LaTeX, or similar;Emacs-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Tablet;2000–2003;26–29;College;Yes;College;Yes;Male;No;No;No
11/21/2014 11:22:39;In favour;Yes;Don't know;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;Neutral;In favour;In favour;In favour;In favour;In favour;No;Yes;What is that?;No;Yes;No;No;Yes;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;Neither;No;No;Yes, full-stack;No;A little;Neither;No;Yes;Some of it;No;Other;Stability;Small;No;LaTeX, or similar;Other;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS, Other;80–100 %;Beginner's;zsh;I live in the terminal;No;Yes;Server, Desktop, Laptop;2004–2007;22–25;4 years university or university college, or longer;Yes;None;No;Male;No;No;No
11/21/2014 11:22:52;In favour;Yes;A bit;Don't know;Yes;Don't know;Yes, but I do not mind that;Helpful;Yes;Yes;No;No;No;Neutral;What is that?;In favour;In favour;In favour;Neither;No;What is that?;Yes;Yes;No;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;Yes;Yes;No;No;What is that?;No;Stability;Security;Shiny;No;LibreOffice, or similar;Emacs-family;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;80–100 %;Advanced;bash;Drop-down terminal;No;Yes;Desktop, Laptop, Tablet;1996–1999;40–49;4 years university or university college, or longer;Yes;;Yes;Male;Yes;Yes;Sometimes
11/21/2014 11:24:32;Against;Yes;Yes;Yes;No;No;Yes;Biased;Yes;Yes;Yes;;Yes;Neutral;What is that?;Neither;What is that?;What is that?;Neither;Yes;What is that?;What is that?;Yes;What is that?;Yes;Yes;Yes, encrypted;No;GNU/Linux;In favour;Yes, but not exclusively;I'm for free software;No;No;Yes, full-stack;Yes;A little;Yes;Yes;Yes;What is that?;What is that?;Security;Privacy;Other;No;LaTeX, or similar;Vi-family;Yes;What does all of this mean?;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Ultrabook, Tablet;2008–2011;22–25;Postgraduate;Yes;Docent;Yes;Male;No;No;No
11/21/2014 11:24:46;Against;Yes;Yes;Yes;Don't know;Don't know;Don't know;Biased;Yes;No;No;No;No;Neither;Against;Against;Against;Against;Against;No;No;No;Yes;No;Yes;Yes;Yes, encrypted;No;GNU/Linux;Against mobile phones in general;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;Yes;A little;No;Yes;No;Some of it;No;Security;Stability;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;No;No;Server, Desktop, Portable, Laptop;2000–2003;26–29;4 years university or university college, or longer;Yes;Postgraduate;Yes;Male;No;No;No
11/21/2014 11:25:51;In favour;Yes;A bit;Yes;No;Yes;Yes;Helpful;No;Yes;No;No;No;Neutral;Neither;Neither;Neither;In favour;In favour;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;Neither;No;No;Yes, full-stack;Yes;Yes;Yes;No;Yes;What is that?;No;Flexibility;Performance;Other;No;LaTeX, or similar;Emacs-family;No;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;20–40 %;Advanced;zsh;I live in the terminal;No;Depends on which computer a use;Server, Desktop, Laptop;2000–2003;26–29;College;Yes;None;No;Male;No;No;No
11/21/2014 11:26:23;Against;Yes;Yes;Don't know;Don't know;Yes;Yes;Biased;No;No;Yes;Yes, but only by its adoption by that software;No;I love them;Neither;In favour;Neither;Neither;Neither;No;Yes;No;Yes;Yes;No;No;Yes;Yes;Linux;In favour;Yes;I'm for open source;No;No;Yes, full-stack;Yes;A little;Yes;What is that?;Yes;Some of it;No;Flexibility;Bleeding edge;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;No;Yes;Desktop, Laptop;2000–2003;30–39;Postgraduate;No;None;No;Male;No;Sometimes;No
11/21/2014 11:26:28;In favour;Yes;No;No;Yes;No;No;;No;No;No;No;No;Neutral;What is that?;In favour;In favour;In favour;In favour;Yes;Yes;No;Yes;What is that?;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, back-end (exclusively or preferably);No;Yes;Yes;What is that?;Yes;No, it is stupid;No;Bleeding edge;Performance;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;40–60 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;2008–2011;26–29;College;Yes;4 years university or university college, or longer;No;Male;Yes;Yes;Sometimes
11/21/2014 11:28:28;Neither;Yes;A bit;Yes;No;Yes;Yes;I have no opinion;Yes;Yes;Yes;Yes, but only by its adoption by that software;Yes;Neutral;Neither;Neither;In favour;In favour;Against;No;Yes;Yes;Yes;What is that?;Yes;Yes;Yes, encrypted;Yes;GNU/Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;Yes, back-end (exclusively or preferably);Yes;A little;Yes;Neither;No;No, it is stupid;No, I hate it;Stability;Performance;Privacy;No;What is LaTeX?;Vi-family;I'm not a developer;Stacking;X;GNU/Linux, *BSD, *Solaris, Other;OS X;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;80–100 %;Advanced;zsh;Drop-down terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Other;2000–2003;30–39;3 years university or university college, or shorter;No;None;No;Male;Sometimes;No;No
11/21/2014 11:32:08;Against;Yes;Yes;Yes;Yes;No;Yes;Biased;Yes;Yes;Yes;Yes;Yes;Neither;Neither;Against;Against;Against;Neither;Yes;No;No;Yes;No;Yes;Yes;Yes;No;Linux;Neither;No, or yes but not because it is free;I'm for open source;Yes;No;Yes, back-end (exclusively or preferably);Yes;No;Neither;Neither;Yes;Yes;No;Small;Stability;Other;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, Plan 9 from Bell Labs;*BSD;GNU/Linux, GNU but with another kernel than Linux, *BSD, Plan 9 from Bell Labs, *Solaris, OS X, Windows or ReactOS;80–100 %;Advanced;bash;I live in the terminal;Yes;No;Server, Desktop, Portable, Laptop, Ultrabook, Netbook, Other;2008–2011;22–25;4 years university or university college, or longer;Yes;None;No;Male;No;No;No
11/21/2014 11:33:53;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;Yes;Yes;Yes;Yes;Irrelevant, systemd is not a Red Hat project;Neither;Against;Neither;Against;In favour;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes, encrypted;Yes;GNU/Linux;Against;No, or yes but not because it is free;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, full-stack;Yes;Yes;Yes;No;Yes;No;No;Flexibility;Small;Security;No;LaTeX, or similar;Emacs-family;No;Stacking;X;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, Windows or ReactOS;100 %;Advanced;zsh;Drop-down terminal;Yes;Yes;Server, Desktop, Portable, Laptop, Netbook;1996–1999;30–39;College;I have not graduated high school;College;No;Male;No;No;No
11/21/2014 11:34:31;Against;Yes;Yes;Yes;No;;Yes;I have no opinion;No;Yes;No;No;No;Neutral;In favour;In favour;Neither;Neither;In favour;No;No;Yes;Yes;What is that?;Yes;No;No;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;Yes;Yes, front-end (exclusively or preferably);Yes, front-end (exclusively or preferably);Yes;A little;Yes;What is that?;Yes;Some of it;Yes;Stability;Shiny;Small;No;LibreOffice, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Netbook;2000–2003;26–29;4 years university or university college, or longer;No;4 years university or university college, or longer;No;Male;No;No;No
11/21/2014 11:39:07;Neither;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;Neither;In favour;Neither;Neither;Against;Yes;No;No;Yes;No;Yes;No;Yes, encrypted;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;A little;Yes;Neither;Neither;Some of it;No;Flexibility;Stability;Small;No;LibreOffice, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, Other;GNU/Linux;;100 %;Advanced;zsh;Drop-down terminal;No;Yes;Server, Laptop, Netbook;2008–2011;18–21;;;;;Male;Sometimes;Yes;No
11/21/2014 11:39:52;In favour;Yes;Yes;No;Yes;No;No;Helpful;Yes;Yes;No;No;No;I hate them;In favour;In favour;In favour;In favour;In favour;Yes;No;No;Yes;No;Yes;No;No;No;GNU+Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;Yes, back-end (exclusively or preferably);No;A little;Yes;Yes;Yes;Yes;Yes;Performance;Small;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux;40–60 %;Advanced;bash;I live in the TTY;Yes;No;Desktop, Netbook;2012–2013;14–17;High school;Yes;High school;Yes;Male;Yes;Yes;Sometimes
11/21/2014 11:48:17;Against;Yes;Yes;No;No;Yes;Yes;FUD;Yes;Yes;Yes;Yes, but only by its adoption by that software;No;Neutral;Neither;Neither;In favour;Against;Neither;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;Neither;No;No;No;No;Yes;Yes;Yes;Neither;Yes;No;Flexibility;Security;Shiny;No;LaTeX, or similar;Vi-family;I'm not a developer;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Haiku or BeOS, Other;100 %;Advanced;bash;Drop-down terminal;Yes;No;Server, Desktop, Netbook, Other;2004–2007;40–49;High school;No;None;No;Male;Sometimes;Sometimes;No
11/21/2014 11:49:46;Neither;Yes;Don't know;Don't know;No;No;No;I have no opinion;No;Yes;No;No;No;Neutral;In favour;Neither;In favour;What is that?;What is that?;No;No;No;Yes;Yes;No;No;Yes;No;Linux;Neither;No, or yes but not because it is free;I'm for open source;No;No;No;No;No;Yes;Neither;Neither;What is that?;No;Stability;Flexibility;Shiny;Yes;LibreOffice, or similar;Vi-family;I'm not a developer;Stacking;Wayland;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS;80–100 %;Advanced;bash;Occasional;No;Yes;Server, Desktop, Laptop;1996–1999;30–39;Postgraduate;No;None;No;Male;No;No;No
11/21/2014 11:51:21;Neither;Yes;No;No;Yes;No;Yes, but I do not mind that;Legit;Yes;No;No;No;No;Neutral;What is that?;Neither;In favour;In favour;In favour;No;Yes;Yes;Yes;What is that?;Yes;Yes;Yes, encrypted;No;Linux;Neither;Yes;I'm for open source;No;No;Yes, full-stack;Yes;No;Yes;What is that?;No;Some of it;No;Security;Performance;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop;1996–1999;30–39;College;Yes;None;No;Male;No;No;No
11/21/2014 11:56:16;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;I love them;In favour;In favour;In favour;In favour;In favour;Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, back-end (exclusively or preferably);No;Yes;No;Yes;No;Yes;Some of it;Yes;Security;Flexibility;Small;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, OS X;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;No;No;Server, Desktop, Laptop, Ultrabook;2004–2007;22–25;4 years university or university college, or longer;Yes;None;No;Male;No;No;No
11/21/2014 12:01:57;Against;;Yes;Yes;No;Yes;Yes;Biased;No;No;Yes;Yes, but only by its adoption by that software;Yes;Neutral;Neither;Against;In favour;Against;Neither;What is that?;No;Yes;Yes;No;Yes;Yes;Yes;No;By the name of the distribution I use;Neither;Yes, but not exclusively;I'm for free software;No;No;Yes, back-end (exclusively or preferably);Yes;Yes;Yes;Neither;No;What is that?;Yes;Stability;Flexibility;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Other UNIX-like, Other;80–100 %;Advanced;bash;Drop-down terminal;Yes;No;Server, Desktop, Netbook;1996–1999;26–29;3 years university or university college, or shorter;Yes;None;No;Male;No;No;No
11/21/2014 12:06:16;Against;No;Yes;Yes;Yes;Yes;Yes;Biased;No;Yes;Yes;Yes;No;Neutral;Neither;Neither;In favour;In favour;Neither;No;No;No;Yes;Yes;No;No;Yes;No;Linux;In favour;Yes;I'm for free software;No;Yes, full-stack;Yes, back-end (exclusively or preferably);Yes;Yes;Yes;Yes;Yes;What is that?;No;Stability;Flexibility;Shiny;No;LaTeX, or similar;Other;Yes;Stacking;X;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Other UNIX-like;60–80 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Netbook, Tablet;1992–1995;50–59;3 years university or university college, or shorter;No;None;No;Male;No;No;No
11/21/2014 12:06:56;In favour;Yes;No;Yes;Yes;No;Yes, but I do not mind that;Biased;Yes;No;No;No;Yes;Neither;In favour;In favour;Neither;In favour;Against;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;GNU+Linux;In favour;No, or yes but not because it is free;I'm for free software;Yes;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;No;Neither;No;Yes;Flexibility;Bleeding edge;Shiny;No;LaTeX, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, GNU but with another kernel than Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Other;100 %;Advanced;zsh;Drop-down terminal;No;Yes;Server, Desktop, Laptop, PDA, Other;2004–2007;22–25;High school;Yes;None;No;Male;No;No;No
11/21/2014 12:18:39;In favour;Yes;A bit;No;Yes;Yes;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/21/2014 12:19:13;Against;Yes;A bit;Yes;Yes;Yes;Yes, but I do not mind that;Incorrect;No;Yes;Yes;Yes;Yes;Neither;Against;Against;Neither;Neither;Neither;Yes;Yes;No;Yes;No;Yes;Yes;Yes, encrypted;Yes;GNU/Linux;Neither;No, or yes but not because it is free;I'm for open source;Yes;;No;Yes;Yes;Yes;Neither;Yes;No;No;Flexibility;Security;Shiny;No;LaTeX, or similar;Vi-family;No;Stacking;X;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop;2004–2007;26–29;3 years university or university college, or shorter;Yes;None;No;Neither;No;No;Yes
11/21/2014 12:19:53;Against;Yes;No;Yes;Yes;No;Yes;I have no opinion;No;No;No;Yes, but only by its adoption by that software;No;Neutral;Against;Against;Against;Neither;Against;No;No;No;Yes;Yes;Yes;Yes;Yes, encrypted;No;By the name of the distribution I use;Against mobile phones in general;No, or yes but not because it is free;I'm for free software;No;No;Yes, back-end (exclusively or preferably);No;Yes;Neither;Neither;No;Some of it;Yes;Security;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;No;Stacking;Neither;GNU/Linux, *BSD;*BSD;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;No;Desktop, Laptop;2008–2011;22–25;4 years university or university college, or longer;Yes;None;No;Neither;No;No;No
11/21/2014 12:23:50;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;Irrelevant, systemd is not a Red Hat project;In favour;In favour;In favour;In favour;In favour;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;Neither;Yes;No;Yes, full-stack;No;No;Yes;No;No;No;No;Other;Stability;Bleeding edge;No;LaTeX, or similar;Emacs-family;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Ultrabook;1996–1999;30–39;4 years university or university college, or longer;Yes;None;No;Male;No;No;No
11/21/2014 12:25:40;Against;Yes;Yes;Yes;No;Yes;Yes;FUD;Yes;Yes;Yes;Yes;Yes;Neutral;In favour;Against;Neither;Against;Neither;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Linux;Neither;Yes, but not exclusively;I'm for free software;No;Yes, full-stack;Yes, full-stack;Yes;No;Yes;Neither;No;What is that?;No;Stability;Flexibility;Shiny;No;LaTeX, or similar;Vi-family;No;Stacking;X;GNU/Linux, *BSD;*BSD;GNU/Linux, *BSD, *Solaris;100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop;2008–2011;18–21;3 years university or university college, or shorter;Yes;3 years university or university college, or shorter;Yes;Male;No;No;No
11/21/2014 12:28:24;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;I love them;Neither;Neither;Neither;What is that?;In favour;;;;Yes;Yes;;;Yes;Yes;Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;Yes, full-stack;Yes;A little;Yes;Neither;Yes;No, it is stupid;No;Stability;Flexibility;Shiny;No;LibreOffice, or similar;Emacs-family;Yes;What does all of this mean?;Wayland;GNU/Linux, *BSD, OS X;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like;60–80 %;Advanced;bash;I live in the terminal;No;Yes;Server, Desktop, Laptop;1996–1999;50–59;Postgraduate;No;None;No;Male;Yes;Yes;Sometimes
11/21/2014 12:29:19;In favour;Yes;A bit;No;Yes;Yes;Yes;Helpful;No;No;No;Yes;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;In favour;In favour;In favour;Yes;No;No;Yes;No;No;Yes;No;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;No;Yes;Yes;Yes;No;Yes;What is that?;No;Flexibility;Stability;Small;No;LaTeX, or similar;Other;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;100 %;Advanced;bash;Drop-down terminal;Yes;Yes;Server, Desktop;2000–2003;30–39;4 years university or university college, or longer;No;None;No;Male;No;No;No
